source, target, weight; 
 113, 1591, -0.227400
 113, 1592, -0.604700
 113, 1593, 0.987900
 113, 1596, -0.735100
 113, 1597, -0.602200
 113, 1598, -0.668000
 113, 1920, -0.621900
 113, 2010, 0.171000
 113, 2030, -0.607400
 113, 2040, -0.397800
 113, 2051, -0.670400
 113, 2112, -0.486400
 113, 2121, -0.773900
 113, 2122, -0.664000
 113, 2125, 0.000200
 113, 2222, -0.438100
 113, 2224, -0.675900
 113, 2413, -0.688300
 113, 2414, -0.712900
 113, 2416, -0.722800
 113, 2417, -0.611700
 113, 2442, -0.822000
 113, 2461, -0.611200
 113, 2466, -0.760900
 113, 2511, -0.268200
 113, 2513, -0.718800
 113, 2521, -0.168700
 113, 2523, -0.463100
 113, 2524, -0.223600
 113, 2612, -0.346900
 113, 2615, -0.671900
 113, 2626, -0.626400
 113, 2651, -0.613700
 113, 2661, -0.412200
 113, 2666, -0.676600
 113, 2670, 0.233100
 113, 2710, -0.694800
 113, 2742, -0.717000
 113, 2811, -0.355700
 113, 2821, -0.360100
 113, 2840, -0.806400
 113, 2851, -0.689000
 113, 2852, -0.492000
 113, 2872, -0.630800
 113, 2875, -0.719700
 113, 2914, -0.857200
 113, 2922, -0.870300
 113, 2923, -0.726700
 113, 2924, -0.389200
 113, 2932, -0.347400
 113, 2941, -0.640700
 113, 2942, -0.915900
 113, 2952, -0.692900
 113, 2953, -0.701200
 113, 2955, -0.677100
 113, 2956, -0.496600
 113, 2971, -0.791700
 113, 3120, -0.754500
 113, 3150, -0.459400
 113, 3161, -0.545300
 113, 3210, -0.690200
 113, 3220, -0.787400
 113, 3230, -0.708400
 113, 3310, -0.506900
 113, 3320, -0.535200
 113, 3340, -0.761800
 113, 3410, -0.667500
 113, 3420, -0.531500
 113, 3430, -0.582800
 113, 3541, -0.617300
 113, 3542, -0.615000
 113, 3543, -0.605700
 113, 3611, -0.684900
 113, 3612, -0.744500
 113, 3622, -0.656100
 113, 3663, -0.007300
 113, 3710, -0.707200
 113, 3720, -0.036400
 113, 4011, -0.809700
 113, 4013, -0.839400
 113, 4021, -0.621500
 113, 4100, -0.670500
 113, 4511, -0.191700
 113, 4521, -0.221400
 113, 4522, -0.264000
 113, 4523, -0.696300
 113, 4525, 0.113800
 113, 4531, -0.364300
 113, 4532, -0.111100
 113, 4533, -0.354700
 113, 4534, -0.399000
 113, 4541, -0.764600
 113, 4542, -0.304200
 113, 4543, 0.133800
 113, 4544, -0.270300
 113, 4545, -0.746300
 113, 5010, -0.530900
 113, 5020, -0.300600
 113, 5030, -0.110000
 113, 5050, -0.187300
 113, 5111, -0.636900
 113, 5112, -0.378800
 113, 5113, -0.782400
 113, 5114, -0.687800
 113, 5117, -0.468700
 113, 5118, -0.552400
 113, 5119, -0.642900
 113, 5121, -0.697000
 113, 5122, 0.403800
 113, 5131, 0.873000
 113, 5132, -0.145900
 113, 5133, -0.674000
 113, 5134, 0.843500
 113, 5137, -0.632900
 113, 5138, -0.534500
 113, 5139, 0.099300
 113, 5142, -0.760600
 113, 5144, -0.326900
 113, 5146, -0.809200
 113, 5147, -0.742100
 113, 5151, -0.730900
 113, 5153, -0.327500
 113, 5154, -0.510700
 113, 5155, -0.426000
 113, 5157, -0.693100
 113, 5187, -0.729100
 113, 5188, -0.309000
