id1, desc1, id5, desc5, x-coord, y-coord 
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5113, "Agents involved in the sale of timber and building materials", 215.9933, 53.3600
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5114, "Agents involved in the sale of machinery, industrial equipment, ships and aircraft", 162.8165, 75.8770
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5115, "Agents involved in the sale of furniture, household goods, hardware and ironmongery", 133.2636, 58.0156
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5116, "Agents involved in the sale of textiles, clothing, footwear and leather goods", -156.6560, -267.9237
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5117, "Agents involved in the sale of food, beverages and tobacco", 87.9859, -221.6001
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5118, "Agents specializing in the sale of particular products or ranges of products n.e.c.", -31.8032, -39.9651
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5119, "Agents involved in the sale of a variety of goods", -198.5797, 51.8247
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5121, "Wholesale of grain, seeds and animal feeds", 207.9399, -136.2255
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5122, "Wholesale of flowers and plants", 127.3254, -202.9771
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5123, "Wholesale of live animals", 228.9548, -113.9991
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5124, "Wholesale of hides, skins and leather", NaN, NaN
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5125, "Wholesale of unmanufactured tobacco", NaN, NaN
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5131, "Wholesale of fruit and vegetables", 148.4983, -171.6729
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5132, "Wholesale of meat and meat products", 140.3854, -200.1463
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5133, "Wholesale of dairy produce, eggs and edible oils and fats", 125.2865, -174.8539
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5134, "Wholesale of alcoholic and other beverages", 18.9464, -166.5018
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5135, "Wholesale of tobacco products", -44.9338, -142.5914
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5136, "Wholesale of sugar and chocolate and sugar confectionery", 58.8870, -190.0501
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5137, "Wholesale of coffee, tea, cocoa and spices", -2.6041, -143.4682
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5138, "Wholesale of other food, including fish, crustaceans and molluscs", 81.9696, -176.6705
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5139, "Non-specialized wholesale of food, beverages and tobacco", 49.1275, -156.8918
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5141, "Wholesale of textiles", -117.4224, -161.5553
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5142, "Wholesale of clothing and footwear", -122.3079, -229.5161
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5143, "Wholesale of electrical household appliances and radio and television goods", -9.3567, 87.8727
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5144, "Wholesale of china and glassware, wallpaper and cleaning materials", -56.7686, 44.1642
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5145, "Wholesale of perfume and cosmetics", -116.5659, -129.5505
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5146, "Wholesale of pharmaceutical goods", -46.1223, -20.1688
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5147, "Wholesale of other household goods", -18.8163, -32.3334
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5151, "Wholesale of solid, liquid and gaseous fuels and related products", 139.1624, -70.6574
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5152, "Wholesale of metals and metal ores", 178.7342, 148.2697
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5153, "Wholesale of wood, construction materials and sanitary equipment", 239.4978, 85.4597
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5154, "Wholesale of hardware, plumbing and heating equipment and supplies", 145.3334, 102.4089
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5155, "Wholesale of chemical products", 79.0624, -28.0193
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5156, "Wholesale of other intermediate products", -47.8341, -0.4115
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5157, "Wholesale of waste and scrap", 191.5397, -20.2297
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5181, "Wholesale of machine tools", 49.6303, 116.3315
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5182, "Wholesale of mining, construction and civil engineering machinery", 180.0455, 84.4859
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5183, "Wholesale of machinery for the textile industry and of sewing and knitting machines", NaN, NaN
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5184, "Wholesale of computers, computer peripheral equipment and software", -228.9653, 150.4630
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5185, "Wholesale of other office machinery and equipment", -99.1265, 50.6708
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5186, "Wholesale of other electronic parts and equipment", -115.8357, 166.9408
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5187, "Wholesale of other machinery for use in industry, trade and navigation", 91.0308, 129.3309
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5188, "Wholesale of agricultural machinery and accessories and implements, including tractors", 206.2648, 16.2108
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5190, "Other wholesale", -33.0532, 33.2689
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5211, "Retail sale in non-specialized stores with food, beverages or tobacco predominating", -34.2452, -267.4946
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5212, "Other retail sale in non-specialized stores", -109.6610, -205.9380
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5221, "Retail sale of fruit and vegetables", 149.7699, -228.9872
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5222, "Retail sale of meat and meat products", 89.3126, -268.8526
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5223, "Retail sale of fish, crustaceans and molluscs", 32.0856, -257.3127
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5224, "Retail sale of bread, cakes, flour confectionery and sugar confectionery", 17.2576, -283.8149
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5225, "Retail sale of alcoholic and other beverages", -92.4321, -281.0897
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5226, "Retail sale of tobacco products", -57.6147, -288.5068
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5227, "Other retail sale of food, beverages and tobacco in specialized stores", -24.0595, -258.1804
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5231, "Dispensing chemists", -135.8003, -172.9387
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5232, "Retail sale of medical and orthopaedic goods", -68.3833, 78.8918
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5233, "Retail sale of cosmetic and toilet articles", -102.1306, -191.3253
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5241, "Retail sale of textiles", -84.0578, -179.1730
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5242, "Retail sale of clothing", -148.2301, -249.8594
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5243, "Retail sale of footwear and leather goods", -131.3173, -225.1244
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5244, "Retail sale of furniture, lighting equipment and household articles n.e.c.", -9.7111, -85.8005
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5245, "Retail sale of electrical household appliances and radio and television goods", -65.1050, -75.3666
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5246, "Retail sale of hardware, paints and glass", 101.4479, 26.0182
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5247, "Retail sale of books, newspapers and stationery", -125.4744, -190.0222
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5248, "Other retail sale in specialized stores", -80.3378, -120.8228
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5250, "Retail sale of second-hand goods in stores", -218.2521, -124.9078
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5261, "Retail sale via mail order houses", -243.6753, 147.5899
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5262, "Retail sale via stalls and markets", -102.7637, -297.9008
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5263, "Other non-store retail sale", 16.6581, -148.1617
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5271, "Repair of boots, shoes and other articles of leather", -113.9134, -291.4765
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5272, "Repair of electrical household goods", 55.4919, 92.9469
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5273, "Repair of watches, clocks and jewellery", NaN, NaN
 7, "Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", 5274, "Repair n.e.c.", -141.5594, -152.2667
 8, "Hotels and restaurants", 5510, "Hotels", -77.0857, -236.0185
 8, "Hotels and restaurants", 5521, "Youth hostels and mountain refuges", -84.4695, -189.9210
 8, "Hotels and restaurants", 5522, "Camping sites, including caravan sites", -23.6854, -237.1529
 8, "Hotels and restaurants", 5523, "Other provision of lodgings n.e.c.", -71.3710, -248.5371
 8, "Hotels and restaurants", 5530, "Restaurants", -49.3404, -301.2651
 8, "Hotels and restaurants", 5540, "Bars", -92.5640, -266.2215
 8, "Hotels and restaurants", 5551, "Canteens", -65.9503, -325.7518
 8, "Hotels and restaurants", 5552, "Catering", -105.9802, -323.1083
 9, "Transport, storage and communication", 6010, "Transport via railways", -49.8918, 54.8408
 9, "Transport, storage and communication", 6021, "Other scheduled passenger land transport", 35.2957, -24.7849
 9, "Transport, storage and communication", 6022, "Taxi operation", -6.9232, -53.9565
 9, "Transport, storage and communication", 6023, "Other land passenger transport", 58.9934, -25.2610
 9, "Transport, storage and communication", 6024, "Freight transport by road", 210.2648, -47.0134
 9, "Transport, storage and communication", 6030, "Transport via pipelines", NaN, NaN
 9, "Transport, storage and communication", 6110, "Sea and coastal water transport", 42.3092, 15.3997
 9, "Transport, storage and communication", 6120, "Inland water transport", -322.2964, -175.9773
 9, "Transport, storage and communication", 6210, "Scheduled air transport", -106.3037, 95.6762
 9, "Transport, storage and communication", 6220, "Non-scheduled air transport", -127.7366, 106.6252
 9, "Transport, storage and communication", 6230, "Space transport", NaN, NaN
 9, "Transport, storage and communication", 6311, "Cargo handling", -1.4042, 14.4516
 9, "Transport, storage and communication", 6312, "Storage and warehousing", 22.6345, -69.7845
 9, "Transport, storage and communication", 6321, "Other supporting land transport activities", -111.9451, 38.5221
 9, "Transport, storage and communication", 6322, "Other supporting water transport activities", 90.7448, 34.9401
 9, "Transport, storage and communication", 6323, "Other supporting air transport activities", -82.7629, 66.1769
 9, "Transport, storage and communication", 6330, "Activities of travel agencies and tour operators; tourist assistance activities n.e.c.", -180.0948, 46.3100
 9, "Transport, storage and communication", 6340, "Activities of other transport agencies", 15.0456, -26.2006
 9, "Transport, storage and communication", 6411, "National post activities", -80.2207, -62.7577
 9, "Transport, storage and communication", 6412, "Courier activities other than national post activities", 68.4893, -40.0474
 9, "Transport, storage and communication", 6420, "Telecommunications", -229.5574, 61.9423
 10, "Financial intermediation", 6511, "Central banking", -410.8415, 63.1146
 10, "Financial intermediation", 6512, "Other monetary intermediation", -372.9327, 105.3608
 10, "Financial intermediation", 6521, "Financial leasing", -350.5846, 131.9423
 10, "Financial intermediation", 6522, "Other credit granting", -393.1020, 119.1913
 10, "Financial intermediation", 6523, "Other financial intermediation n.e.c.", -398.8477, 129.3828
 10, "Financial intermediation", 6601, "Life insurance", -414.8661, 107.0901
 10, "Financial intermediation", 6602, "Pension funding", -361.3488, 151.6446
 10, "Financial intermediation", 6603, "Non-life insurance", -355.9890, 111.8092
 10, "Financial intermediation", 6711, "Administration of financial markets", -430.2903, 109.5244
 10, "Financial intermediation", 6712, "Security broking and fund management", -419.8266, 129.6313
 10, "Financial intermediation", 6713, "Activities auxiliary to financial intermediation n.e.c.", -396.3873, 105.6210
 10, "Financial intermediation", 6720, "Activities auxiliary to insurance and pension funding", -382.6055, 81.7357
 11, "Real estate, renting and business activities", 7011, "Development and selling of real estate", 161.3857, -11.2635
 11, "Real estate, renting and business activities", 7012, "Buying and selling of own real estate", -294.7126, 8.4463
 11, "Real estate, renting and business activities", 7020, "Letting of own property", -150.7570, -133.3838
 11, "Real estate, renting and business activities", 7031, "Real estate agencies", -235.7105, 4.9559
 11, "Real estate, renting and business activities", 7032, "Management of real estate on a fee or contract basis", -77.7620, -22.1098
 11, "Real estate, renting and business activities", 7110, "Renting of automobiles", 48.4922, -6.6037
 11, "Real estate, renting and business activities", 7121, "Renting of other land transport equipment", 115.6233, -23.8661
 11, "Real estate, renting and business activities", 7122, "Renting of water transport equipment", NaN, NaN
 11, "Real estate, renting and business activities", 7123, "Renting of air transport equipment", -217.5272, 94.1070
 11, "Real estate, renting and business activities", 7131, "Renting of agricultural machinery and equipment", 345.6085, -19.4753
 11, "Real estate, renting and business activities", 7132, "Renting of construction and civil engineering machinery and equipment", 286.0956, 13.7848
 11, "Real estate, renting and business activities", 7133, "Renting of office machinery and equipment, including computers", -26.6873, 76.4128
 11, "Real estate, renting and business activities", 7134, "Renting of other machinery and equipment n.e.c.", 202.4710, 65.9985
 11, "Real estate, renting and business activities", 7140, "Renting of personal and household goods n.e.c.", -152.9667, -214.4777
 11, "Real estate, renting and business activities", 7210, "Hardware consultancy", -278.1365, 154.7522
 11, "Real estate, renting and business activities", 7221, "Publishing of software", -273.1069, 140.4022
 11, "Real estate, renting and business activities", 7222, "Other software consultancy and supply", -235.2465, 128.5808
 11, "Real estate, renting and business activities", 7230, "Data processing", -295.6820, 133.4275
 11, "Real estate, renting and business activities", 7240, "Database activities", -277.2264, 102.9244
 11, "Real estate, renting and business activities", 7250, "Maintenance and repair of office, accounting and computing machinery", -209.0762, 127.0861
 11, "Real estate, renting and business activities", 7260, "Other computer related activities", -290.6906, 89.2337
 11, "Real estate, renting and business activities", 7310, "Research and experimental development on natural sciences and engineering", -99.5021, 138.3945
 11, "Real estate, renting and business activities", 7320, "Research and experimental development on social sciences and humanities", -147.7895, 60.5153
 11, "Real estate, renting and business activities", 7411, "Legal activities", -354.5980, 28.9514
 11, "Real estate, renting and business activities", 7412, "Accounting, book-keeping and auditing activities; tax consultancy", -357.1730, 81.6793
 11, "Real estate, renting and business activities", 7413, "Market research and public opinion polling", -278.5692, 76.5457
 11, "Real estate, renting and business activities", 7414, "Business and management consultancy activities", -277.0992, 54.5241
 11, "Real estate, renting and business activities", 7415, "Management activities of holding companies", -83.5600, -56.5733
 11, "Real estate, renting and business activities", 7420, "Architectural and engineering activities and related technical consultancy", 18.3809, 137.8046
 11, "Real estate, renting and business activities", 7430, "Technical testing and analysis", -29.6723, 93.7882
 11, "Real estate, renting and business activities", 7440, "Advertising", -196.0887, -31.9721
 11, "Real estate, renting and business activities", 7450, "Labour recruitment and provision of personnel", -121.3988, 83.9816
 11, "Real estate, renting and business activities", 7460, "Investigation and security activities", -12.2950, 36.2831
 11, "Real estate, renting and business activities", 7470, "Industrial cleaning", -17.2618, -204.7879
 11, "Real estate, renting and business activities", 7481, "Photographic activities", -176.5945, -134.3188
 11, "Real estate, renting and business activities", 7482, "Packaging activities", 76.2983, -189.9519
 11, "Real estate, renting and business activities", 7485, "Secretarial and translation activities", -244.5809, 82.4559
 11, "Real estate, renting and business activities", 7486, "Call centre activities", -265.4205, 129.7988
 11, "Real estate, renting and business activities", 7487, "Other business activities n.e.c.", -250.7522, -22.1360
 12, "Public administration and defence; compulsory social security", 7511, "General (overall) public service activities", -343.0457, -57.0877
 12, "Public administration and defence; compulsory social security", 7512, "Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security", -343.1995, -197.4887
 12, "Public administration and defence; compulsory social security", 7513, "Regulation of and contribution to more efficient operation of business", -126.6304, -89.6637
 12, "Public administration and defence; compulsory social security", 7514, "Supporting service activities for the government as a whole", -353.6347, -50.4975
 12, "Public administration and defence; compulsory social security", 7521, "Foreign affairs", -362.4037, -27.0855
 12, "Public administration and defence; compulsory social security", 7522, "Defence activities", -187.5308, 26.8116
 12, "Public administration and defence; compulsory social security", 7523, "Justice and judicial activities", -381.3033, -14.6123
 12, "Public administration and defence; compulsory social security", 7524, "Public security, law and order activities", NaN, NaN
 12, "Public administration and defence; compulsory social security", 7525, "Fire service activities", NaN, NaN
 12, "Public administration and defence; compulsory social security", 7530, "Compulsory social security activities", -362.1236, -57.6906
 13, "Education", 8010, "Primary education", -323.4887, -185.2233
 13, "Education", 8021, "General secondary education", -298.0200, -161.3397
 13, "Education", 8022, "Technical and vocational secondary education", -309.5628, -135.2752
 13, "Education", 8030, "Higher education", -265.2304, -39.4749
 13, "Education", 8041, "Driving school activities", -51.7309, -91.4982
 13, "Education", 8042, "Adult and other education n.e.c.", -328.9426, -116.5468
 14, "Health and social work", 8511, "Hospital activities", -316.2947, -198.1824
 14, "Health and social work", 8512, "Medical practice activities", -219.2298, -81.4958
 14, "Health and social work", 8513, "Dental practice activities", -164.5292, -114.2788
 14, "Health and social work", 8514, "Other human health activities", -289.1816, -180.3319
 14, "Health and social work", 8520, "Veterinary activities", -45.5982, -117.1234
 14, "Health and social work", 8531, "Social work activities with accommodation", -253.4709, -186.2734
 14, "Health and social work", 8532, "Social work activities without accommodation", -268.6396, -144.4487
 15, "Other community, social and personal service activities", 9001, "Collection and treatment of sewage", 230.7918, 29.8343
 15, "Other community, social and personal service activities", 9002, "Collection and treatment of other waste", 237.8787, -7.3061
 15, "Other community, social and personal service activities", 9003, "Sanitation, remediation and similar activities", 147.2616, -12.6416
 15, "Other community, social and personal service activities", 9111, "Activities of business and employers' organizations", -289.3434, -48.7144
 15, "Other community, social and personal service activities", 9112, "Activities of professional organizations", -289.5775, -36.5579
 15, "Other community, social and personal service activities", 9120, "Activities of trade unions", -318.8579, -43.6151
 15, "Other community, social and personal service activities", 9131, "Activities of religious organizations", -310.2353, -187.4527
 15, "Other community, social and personal service activities", 9132, "Activities of political organizations", -351.0029, -37.5016
 15, "Other community, social and personal service activities", 9133, "Activities of other membership organizations n.e.c.", -278.3265, -124.7107
 15, "Other community, social and personal service activities", 9211, "Motion picture and video production", -268.3088, -107.0238
 15, "Other community, social and personal service activities", 9212, "Motion picture and video distribution", -343.8415, -133.4339
 15, "Other community, social and personal service activities", 9213, "Motion picture projection", -172.3527, -209.6742
 15, "Other community, social and personal service activities", 9220, "Radio and television activities", -313.7618, -76.8317
 15, "Other community, social and personal service activities", 9231, "Artistic and literary creation and interpretation", -285.2248, -113.2828
 15, "Other community, social and personal service activities", 9232, "Operation of arts facilities", -300.0018, -144.2567
 15, "Other community, social and personal service activities", 9233, "Fair and amusement park activities", -160.7404, -196.1033
 15, "Other community, social and personal service activities", 9234, "Other entertainment activities n.e.c.", -242.4696, -162.1365
 15, "Other community, social and personal service activities", 9240, "News agency activities", -286.9132, -7.9617
 15, "Other community, social and personal service activities", 9251, "Library and archives activities", -334.1505, -108.1358
 15, "Other community, social and personal service activities", 9252, "Museums activities and preservation of historical sites and buildings", -240.0313, -135.6849
 15, "Other community, social and personal service activities", 9253, "Botanical and zoological gardens and nature reserves activities", -223.1513, -202.9955
 15, "Other community, social and personal service activities", 9261, "Operation of sports arenas and stadiums", -89.5660, -238.9317
 15, "Other community, social and personal service activities", 9262, "Other sporting activities", 91.1499, -122.5354
 15, "Other community, social and personal service activities", 9271, "Gambling and betting activities", -188.4280, -73.1509
 15, "Other community, social and personal service activities", 9272, "Other recreational activities n.e.c.", -92.1933, -217.2370
 15, "Other community, social and personal service activities", 9301, "Washing and dry-cleaning of textile and fur products", -44.1417, -232.7513
 15, "Other community, social and personal service activities", 9302, "Hairdressing and other beauty treatment", -128.4054, -207.8008
 15, "Other community, social and personal service activities", 9303, "Funeral and related activities", -136.1068, 12.1173
 15, "Other community, social and personal service activities", 9304, "Physical well-being activities", -73.2132, -220.2012
 15, "Other community, social and personal service activities", 9305, "Other service activities n.e.c.", -101.8629, -143.7231
 16, "Activities of households", 9500, "Activities of households as employers of domestic staff", -209.5059, -108.5503
 16, "Activities of households", 9600, "Undifferentiated goods producing activities of private households for own use", NaN, NaN
 16, "Activities of households", 9700, "Undifferentiated services producing activities of private households for own use", NaN, NaN
 17, "Extra-territorial organizations and bodies", 9900, "Extra-territorial organizations and bodies", -253.0645, -215.4438
